id,bouquet,price,date,year,quarter,month,day,week,sender_city,sender_province,delivery_city,delivery_province
248,tulips,40.00,2013-01-19,2013,1,1,19,3,Koszalin,Zachodniopomorskie,Sieradz,Łódzkie
249,roses,40.00,2013-01-19,2013,1,1,19,3,Kalisz,Wielkopolskie,Łódź,Łódzkie
250,roses,40.00,2013-01-19,2013,1,1,19,3,Elbląg,Warmińsko-Mazurskie,Iława,Warmińsko-Mazurskie
251,tulips,40.00,2013-01-19,2013,1,1,19,3,Kraków,Małopolskie,Warszawa,Mazowieckie
252,tulips,40.00,2013-01-19,2013,1,1,19,3,Warszawa,Mazowieckie,Rzeszów,Podkarpackie
253,roses,40.00,2013-01-19,2013,1,1,19,3,Lublin,Lubelskie,Białystok,Podlaskie
254,tulips,40.00,2013-01-19,2013,1,1,19,3,Gdynia,Pomorskie,Płock,Mazowieckie
255,tulips,40.00,2013-01-19,2013,1,1,19,3,Warszawa,Mazowieckie,Wadowice,Małopolskie
256,tulips,40.00,2013-01-19,2013,1,1,19,3,Elbląg,Warmińsko-Mazurskie,Zamość,Lubelskie
257,tulips,40.00,2013-01-19,2013,1,1,19,3,Sieradz,Łódzkie,Łódź,Łódzkie
258,tulips,40.00,2013-01-20,2013,1,1,20,3,Krosno,Podkarpackie,Biała Podlaska,Lubelskie
259,roses,40.00,2013-01-20,2013,1,1,20,3,Bydgoszcz,Kujawsko-Pomorskie,Kraków,Małopolskie
260,tulips,40.00,2013-01-20,2013,1,1,20,3,Lubin,Dolnośląskie,Kraków,Małopolskie
261,tulips,40.00,2013-01-20,2013,1,1,20,3,Kraków,Małopolskie,Nowy Targ,Małopolskie
262,roses,40.00,2013-01-20,2013,1,1,20,3,Wadowice,Małopolskie,Giżycko,Warmińsko-Mazurskie
263,tulips,40.00,2013-01-20,2013,1,1,20,3,Opole,Opolskie,Łódź,Łódzkie
264,mix,40.00,2013-01-20,2013,1,1,20,3,Gryfice,Zachodniopomorskie,Zielona Góra,Lubuskie
265,mix,40.00,2013-01-20,2013,1,1,20,3,Włocławek,Kujawsko-Pomorskie,Kalisz,Wielkopolskie
266,mix,40.00,2013-01-20,2013,1,1,20,3,Kraków,Małopolskie,Poznań,Wielkopolskie
267,mix,40.00,2013-01-20,2013,1,1,20,3,Radom,Mazowieckie,Augustów,Podlaskie
268,mix,40.00,2013-01-20,2013,1,1,20,3,Iława,Warmińsko-Mazurskie,Wadowice,Małopolskie
269,tulips,40.00,2013-01-21,2013,1,1,21,4,Suwałki,Podlaskie,Bydgoszcz,Kujawsko-Pomorskie
270,mix,40.00,2013-01-21,2013,1,1,21,4,Gdańsk,Pomorskie,Rzeszów,Podkarpackie
271,tulips,40.00,2013-01-21,2013,1,1,21,4,Warszawa,Mazowieckie,Mielec,Podkarpackie
272,tulips,40.00,2013-01-21,2013,1,1,21,4,Sopot,Pomorskie,Kluczbork,Opolskie
273,roses,40.00,2013-01-21,2013,1,1,21,4,Kraków,Małopolskie,Malbork,Pomorskie
274,roses,40.00,2013-01-21,2013,1,1,21,4,Płock,Mazowieckie,Warszawa,Mazowieckie
275,tulips,40.00,2013-01-21,2013,1,1,21,4,Warszawa,Mazowieckie,Kolno,Podlaskie
276,roses,40.00,2013-01-21,2013,1,1,21,4,Kraków,Małopolskie,Poznań,Wielkopolskie
277,roses,40.00,2013-01-21,2013,1,1,21,4,Gorzów Wielkopolski,Lubuskie,Kraków,Małopolskie
278,roses,40.00,2013-01-21,2013,1,1,21,4,Wadowice,Małopolskie,Żagań,Lubuskie
279,mix,40.00,2013-01-21,2013,1,1,21,4,Poznań,Wielkopolskie,Łódź,Łódzkie
280,roses,40.00,2013-01-21,2013,1,1,21,4,Rzeszów,Podkarpackie,Rzeszów,Podkarpackie
281,tulips,40.00,2013-01-21,2013,1,1,21,4,Kraków,Małopolskie,Rzeszów,Podkarpackie
282,mix,40.00,2013-01-21,2013,1,1,21,4,Zamość,Lubelskie,Kraków,Małopolskie
283,tulips,40.00,2013-01-22,2013,1,1,22,4,Warszawa,Mazowieckie,Kraków,Małopolskie
284,tulips,40.00,2013-01-22,2013,1,1,22,4,Płock,Mazowieckie,Poznań,Wielkopolskie
285,roses,40.00,2013-01-22,2013,1,1,22,4,Kraków,Małopolskie,Częstochowa,Śląskie
286,tulips,40.00,2013-01-22,2013,1,1,22,4,Gniezno,Wielkopolskie,Warszawa,Mazowieckie
287,roses,40.00,2013-01-22,2013,1,1,22,4,Kraków,Małopolskie,Toruń,Kujawsko-Pomorskie
288,tulips,40.00,2013-01-22,2013,1,1,22,4,Łańcut,Podkarpackie,Warszawa,Mazowieckie
289,roses,40.00,2013-01-22,2013,1,1,22,4,Sandomierz,Świętokrzyskie,Rzeszów,Podkarpackie
290,mix,40.00,2013-01-22,2013,1,1,22,4,Rzeszów,Podkarpackie,Wadowice,Małopolskie
291,roses,40.00,2013-01-22,2013,1,1,22,4,Łańcut,Podkarpackie,Toruń,Kujawsko-Pomorskie
292,mix,40.00,2013-01-22,2013,1,1,22,4,Łódź,Łódzkie,Kraków,Małopolskie
293,tulips,40.00,2013-01-22,2013,1,1,22,4,Bydgoszcz,Kujawsko-Pomorskie,Kalisz,Wielkopolskie
294,tulips,40.00,2013-01-22,2013,1,1,22,4,Zielona Góra,Lubuskie,Augustów,Podlaskie
295,tulips,40.00,2013-01-22,2013,1,1,22,4,Łódź,Łódzkie,Wrocław,Dolnośląskie
296,roses,40.00,2013-01-23,2013,1,1,23,4,Kraków,Małopolskie,Ełk,Warmińsko-Mazurskie
297,tulips,40.00,2013-01-23,2013,1,1,23,4,Iława,Warmińsko-Mazurskie,Malbork,Pomorskie
298,mix,40.00,2013-01-23,2013,1,1,23,4,Zgierz,Łódzkie,Kraków,Małopolskie
299,mix,40.00,2013-01-23,2013,1,1,23,4,Wrocław,Dolnośląskie,Gdynia,Pomorskie
300,mix,40.00,2013-01-23,2013,1,1,23,4,Warszawa,Mazowieckie,Gdańsk,Pomorskie
301,tulips,40.00,2013-01-23,2013,1,1,23,4,Suwałki,Podlaskie,Gdańsk,Pomorskie
302,mix,40.00,2013-01-23,2013,1,1,23,4,Piła,Wielkopolskie,Bielsko-Biała,Śląskie
303,tulips,40.00,2013-01-23,2013,1,1,23,4,Słupsk,Pomorskie,Łańcut,Podkarpackie
304,mix,40.00,2013-01-23,2013,1,1,23,4,Szczecin,Zachodniopomorskie,Kraków,Małopolskie
305,roses,40.00,2013-01-23,2013,1,1,23,4,Poznań,Wielkopolskie,Szczecin,Zachodniopomorskie
306,mix,40.00,2013-01-23,2013,1,1,23,4,Iława,Warmińsko-Mazurskie,Słupsk,Pomorskie
307,roses,40.00,2013-01-23,2013,1,1,23,4,Rzeszów,Podkarpackie,Warszawa,Mazowieckie
308,tulips,40.00,2013-01-23,2013,1,1,23,4,Malbork,Pomorskie,Lubin,Dolnośląskie
309,roses,40.00,2013-01-23,2013,1,1,23,4,Lubin,Dolnośląskie,Wadowice,Małopolskie
310,mix,40.00,2013-01-23,2013,1,1,23,4,Warszawa,Mazowieckie,Rzeszów,Podkarpackie
311,tulips,40.00,2013-01-23,2013,1,1,23,4,Kraków,Małopolskie,Kluczbork,Opolskie
312,tulips,40.00,2013-01-24,2013,1,1,24,4,Kraków,Małopolskie,Płock,Mazowieckie
313,tulips,40.00,2013-01-24,2013,1,1,24,4,Mielec,Podkarpackie,Przemyśl,Podkarpackie
314,tulips,40.00,2013-01-24,2013,1,1,24,4,Głogów,Dolnośląskie,Gdańsk,Pomorskie
315,tulips,40.00,2013-01-24,2013,1,1,24,4,Kielce,Świętokrzyskie,Chełm,Lubelskie
316,roses,40.00,2013-01-24,2013,1,1,24,4,Warszawa,Mazowieckie,Słupsk,Pomorskie
317,roses,40.00,2013-01-24,2013,1,1,24,4,Mielec,Podkarpackie,Kraków,Małopolskie
318,mix,40.00,2013-01-24,2013,1,1,24,4,Lublin,Lubelskie,Zielona Góra,Lubuskie
319,mix,40.00,2013-01-24,2013,1,1,24,4,Tczew,Pomorskie,Rzeszów,Podkarpackie
320,roses,40.00,2013-01-24,2013,1,1,24,4,Gniezno,Wielkopolskie,Elbląg,Warmińsko-Mazurskie
321,tulips,40.00,2013-01-24,2013,1,1,24,4,Nowy Sącz,Małopolskie,Rzeszów,Podkarpackie
322,mix,40.00,2013-01-25,2013,1,1,25,4,Warszawa,Mazowieckie,Sandomierz,Świętokrzyskie
323,roses,40.00,2013-01-25,2013,1,1,25,4,Kalisz,Wielkopolskie,Przemyśl,Podkarpackie
324,tulips,40.00,2013-01-25,2013,1,1,25,4,Warszawa,Mazowieckie,Olsztyn,Warmińsko-Mazurskie
325,tulips,40.00,2013-01-25,2013,1,1,25,4,Malbork,Pomorskie,Poznań,Wielkopolskie
326,mix,40.00,2013-01-25,2013,1,1,25,4,Warszawa,Mazowieckie,Koszalin,Zachodniopomorskie
327,mix,40.00,2013-01-25,2013,1,1,25,4,Warszawa,Mazowieckie,Koszalin,Zachodniopomorskie
328,mix,40.00,2013-01-25,2013,1,1,25,4,Kraków,Małopolskie,Warszawa,Mazowieckie
329,tulips,40.00,2013-01-25,2013,1,1,25,4,Katowice,Śląskie,Wieliczka,Małopolskie
330,tulips,40.00,2013-01-25,2013,1,1,25,4,Lublin,Lubelskie,Biała Podlaska,Lubelskie
331,tulips,40.00,2013-01-25,2013,1,1,25,4,Nowy Sącz,Małopolskie,Poznań,Wielkopolskie
332,roses,40.00,2013-01-25,2013,1,1,25,4,Słupsk,Pomorskie,Warszawa,Mazowieckie
333,tulips,40.00,2013-01-25,2013,1,1,25,4,Warszawa,Mazowieckie,Tarnów,Małopolskie
334,tulips,40.00,2013-01-25,2013,1,1,25,4,Kraków,Małopolskie,Kraków,Małopolskie
335,roses,40.00,2013-01-25,2013,1,1,25,4,Kraków,Małopolskie,Warszawa,Mazowieckie
336,tulips,40.00,2013-01-25,2013,1,1,25,4,Rzeszów,Podkarpackie,Kraków,Małopolskie
337,roses,40.00,2013-01-25,2013,1,1,25,4,Zgierz,Łódzkie,Iława,Warmińsko-Mazurskie
338,tulips,40.00,2013-01-26,2013,1,1,26,4,Wieliczka,Małopolskie,Tczew,Pomorskie
339,mix,40.00,2013-01-26,2013,1,1,26,4,Katowice,Śląskie,Lubin,Dolnośląskie
340,mix,40.00,2013-01-26,2013,1,1,26,4,Łańcut,Podkarpackie,Kraków,Małopolskie
341,mix,40.00,2013-01-26,2013,1,1,26,4,Sieradz,Łódzkie,Warszawa,Mazowieckie
342,tulips,40.00,2013-01-26,2013,1,1,26,4,Kraków,Małopolskie,Warszawa,Mazowieckie
343,roses,40.00,2013-01-26,2013,1,1,26,4,Płock,Mazowieckie,Żagań,Lubuskie
344,roses,40.00,2013-01-26,2013,1,1,26,4,Kielce,Świętokrzyskie,Gdańsk,Pomorskie
345,roses,40.00,2013-01-26,2013,1,1,26,4,Biała Podlaska,Lubelskie,Nowy Sącz,Małopolskie
346,roses,40.00,2013-01-26,2013,1,1,26,4,Wieliczka,Małopolskie,Przemyśl,Podkarpackie
347,mix,40.00,2013-01-26,2013,1,1,26,4,Gdańsk,Pomorskie,Tczew,Pomorskie
348,tulips,40.00,2013-01-26,2013,1,1,26,4,Kielce,Świętokrzyskie,Łódź,Łódzkie
349,mix,40.00,2013-01-27,2013,1,1,27,4,Wrocław,Dolnośląskie,Toruń,Kujawsko-Pomorskie
350,roses,40.00,2013-01-27,2013,1,1,27,4,Toruń,Kujawsko-Pomorskie,Warszawa,Mazowieckie
351,mix,40.00,2013-01-27,2013,1,1,27,4,Wrocław,Dolnośląskie,Kraków,Małopolskie
352,tulips,40.00,2013-01-27,2013,1,1,27,4,Poznań,Wielkopolskie,Szczecin,Zachodniopomorskie
353,tulips,40.00,2013-01-27,2013,1,1,27,4,Głogów,Dolnośląskie,Lublin,Lubelskie
354,roses,40.00,2013-01-27,2013,1,1,27,4,Chełm,Lubelskie,Ełk,Warmińsko-Mazurskie
355,mix,40.00,2013-01-27,2013,1,1,27,4,Sopot,Pomorskie,Wieliczka,Małopolskie
356,tulips,40.00,2013-01-27,2013,1,1,27,4,Olsztyn,Warmińsko-Mazurskie,Gdańsk,Pomorskie
357,roses,40.00,2013-01-27,2013,1,1,27,4,Nowy Sącz,Małopolskie,Zamość,Lubelskie
358,roses,40.00,2013-01-27,2013,1,1,27,4,Włocławek,Kujawsko-Pomorskie,Opole,Opolskie
359,tulips,40.00,2013-01-27,2013,1,1,27,4,Giżycko,Warmińsko-Mazurskie,Piła,Wielkopolskie
360,tulips,40.00,2013-01-27,2013,1,1,27,4,Szczecin,Zachodniopomorskie,Gorzów Wielkopolski,Lubuskie
361,mix,40.00,2013-01-27,2013,1,1,27,4,Kraków,Małopolskie,Jelenia Góra,Dolnośląskie
362,mix,40.00,2013-01-27,2013,1,1,27,4,Poznań,Wielkopolskie,Gryfice,Zachodniopomorskie
363,roses,40.00,2013-01-27,2013,1,1,27,4,Przemyśl,Podkarpackie,Płock,Mazowieckie
364,roses,40.00,2013-01-27,2013,1,1,27,4,Kraków,Małopolskie,Zgierz,Łódzkie
365,mix,40.00,2013-01-28,2013,1,1,28,5,Gorzów Wielkopolski,Lubuskie,Wrocław,Dolnośląskie
366,mix,40.00,2013-01-28,2013,1,1,28,5,Malbork,Pomorskie,Lublin,Lubelskie
367,tulips,40.00,2013-01-28,2013,1,1,28,5,Przemyśl,Podkarpackie,Malbork,Pomorskie
368,roses,40.00,2013-01-28,2013,1,1,28,5,Krosno,Podkarpackie,Poznań,Wielkopolskie
369,tulips,40.00,2013-01-28,2013,1,1,28,5,Iława,Warmińsko-Mazurskie,Poznań,Wielkopolskie
370,mix,40.00,2013-01-28,2013,1,1,28,5,Szczecin,Zachodniopomorskie,Lublin,Lubelskie
371,roses,40.00,2013-01-28,2013,1,1,28,5,Poznań,Wielkopolskie,Poznań,Wielkopolskie
372,tulips,40.00,2013-01-28,2013,1,1,28,5,Częstochowa,Śląskie,Elbląg,Warmińsko-Mazurskie
373,tulips,40.00,2013-01-28,2013,1,1,28,5,Warszawa,Mazowieckie,Poznań,Wielkopolskie
374,tulips,40.00,2013-01-29,2013,1,1,29,5,Elbląg,Warmińsko-Mazurskie,Gryfice,Zachodniopomorskie
375,mix,40.00,2013-01-29,2013,1,1,29,5,Wieliczka,Małopolskie,Łódź,Łódzkie
376,roses,40.00,2013-01-29,2013,1,1,29,5,Opole,Opolskie,Bydgoszcz,Kujawsko-Pomorskie
377,tulips,40.00,2013-01-29,2013,1,1,29,5,Przemyśl,Podkarpackie,Lublin,Lubelskie
378,roses,40.00,2013-01-29,2013,1,1,29,5,Lubin,Dolnośląskie,Augustów,Podlaskie
379,tulips,40.00,2013-01-29,2013,1,1,29,5,Warszawa,Mazowieckie,Sieradz,Łódzkie
380,tulips,40.00,2013-01-29,2013,1,1,29,5,Zamość,Lubelskie,Koszalin,Zachodniopomorskie
381,mix,40.00,2013-01-29,2013,1,1,29,5,Gryfice,Zachodniopomorskie,Gdańsk,Pomorskie
382,tulips,40.00,2013-01-29,2013,1,1,29,5,Gdańsk,Pomorskie,Gdańsk,Pomorskie
383,roses,40.00,2013-01-29,2013,1,1,29,5,Nowy Sącz,Małopolskie,Chełm,Lubelskie
384,tulips,40.00,2013-01-29,2013,1,1,29,5,Nowy Sącz,Małopolskie,Zielona Góra,Lubuskie
385,mix,40.00,2013-01-30,2013,1,1,30,5,Głogów,Dolnośląskie,Gdańsk,Pomorskie
386,roses,40.00,2013-01-30,2013,1,1,30,5,Żagań,Lubuskie,Wrocław,Dolnośląskie
387,roses,40.00,2013-01-30,2013,1,1,30,5,Białystok,Podlaskie,Wrocław,Dolnośląskie
388,tulips,40.00,2013-01-30,2013,1,1,30,5,Kielce,Świętokrzyskie,Kraków,Małopolskie
389,tulips,40.00,2013-01-30,2013,1,1,30,5,Gdańsk,Pomorskie,Kraków,Małopolskie
390,mix,40.00,2013-01-30,2013,1,1,30,5,Rzeszów,Podkarpackie,Kraków,Małopolskie
391,tulips,40.00,2013-01-30,2013,1,1,30,5,Sieradz,Łódzkie,Iława,Warmińsko-Mazurskie
392,roses,40.00,2013-01-31,2013,1,1,31,5,Gryfice,Zachodniopomorskie,Gdańsk,Pomorskie
393,tulips,40.00,2013-01-31,2013,1,1,31,5,Sopot,Pomorskie,Wadowice,Małopolskie
394,roses,40.00,2013-01-31,2013,1,1,31,5,Warszawa,Mazowieckie,Warszawa,Mazowieckie
395,tulips,40.00,2013-01-31,2013,1,1,31,5,Lublin,Lubelskie,Wieliczka,Małopolskie
396,mix,40.00,2013-01-31,2013,1,1,31,5,Malbork,Pomorskie,Białystok,Podlaskie
397,mix,40.00,2013-01-31,2013,1,1,31,5,Kraków,Małopolskie,Giżycko,Warmińsko-Mazurskie
398,roses,40.00,2013-01-31,2013,1,1,31,5,Łańcut,Podkarpackie,Kolno,Podlaskie
399,roses,40.00,2013-01-31,2013,1,1,31,5,Wadowice,Małopolskie,Gniezno,Wielkopolskie
400,roses,40.00,2013-01-31,2013,1,1,31,5,Łódź,Łódzkie,Wrocław,Dolnośląskie
401,mix,40.00,2013-01-31,2013,1,1,31,5,Lublin,Lubelskie,Warszawa,Mazowieckie
402,mix,40.00,2013-01-31,2013,1,1,31,5,Kraków,Małopolskie,Poznań,Wielkopolskie
403,roses,40.00,2013-01-31,2013,1,1,31,5,Wieliczka,Małopolskie,Włocławek,Kujawsko-Pomorskie
404,tulips,40.00,2013-01-31,2013,1,1,31,5,Kraków,Małopolskie,Nowy Sącz,Małopolskie
405,mix,40.00,2013-01-31,2013,1,1,31,5,Kraków,Małopolskie,Sieradz,Łódzkie
406,roses,40.00,2013-01-31,2013,1,1,31,5,Częstochowa,Śląskie,Wadowice,Małopolskie
407,tulips,40.00,2013-01-31,2013,1,1,31,5,Gdańsk,Pomorskie,Gdańsk,Pomorskie
408,tulips,40.00,2013-01-31,2013,1,1,31,5,Wadowice,Małopolskie,Łódź,Łódzkie
409,roses,40.00,2013-02-01,2013,1,2,1,5,Warszawa,Mazowieckie,Elbląg,Warmińsko-Mazurskie
410,tulips,40.00,2013-02-01,2013,1,2,1,5,Tczew,Pomorskie,Płock,Mazowieckie
411,tulips,40.00,2013-02-01,2013,1,2,1,5,Częstochowa,Śląskie,Wadowice,Małopolskie
412,tulips,40.00,2013-02-01,2013,1,2,1,5,Tczew,Pomorskie,Łańcut,Podkarpackie
413,mix,40.00,2013-02-01,2013,1,2,1,5,Białystok,Podlaskie,Piła,Wielkopolskie
414,roses,40.00,2013-02-01,2013,1,2,1,5,Gdynia,Pomorskie,Kluczbork,Opolskie
415,roses,40.00,2013-02-01,2013,1,2,1,5,Iława,Warmińsko-Mazurskie,Poznań,Wielkopolskie
416,tulips,40.00,2013-02-01,2013,1,2,1,5,Warszawa,Mazowieckie,Nowy Targ,Małopolskie
417,roses,40.00,2013-02-01,2013,1,2,1,5,Sopot,Pomorskie,Lubin,Dolnośląskie
418,roses,40.00,2013-02-01,2013,1,2,1,5,Elbląg,Warmińsko-Mazurskie,Sieradz,Łódzkie
419,mix,40.00,2013-02-01,2013,1,2,1,5,Nowy Sącz,Małopolskie,Warszawa,Mazowieckie
420,tulips,40.00,2013-02-01,2013,1,2,1,5,Radom,Mazowieckie,Szczecin,Zachodniopomorskie
421,tulips,40.00,2013-02-01,2013,1,2,1,5,Poznań,Wielkopolskie,Kraków,Małopolskie
422,tulips,40.00,2013-02-01,2013,1,2,1,5,Malbork,Pomorskie,Poznań,Wielkopolskie
423,mix,40.00,2013-02-01,2013,1,2,1,5,Kraków,Małopolskie,Giżycko,Warmińsko-Mazurskie
424,roses,40.00,2013-02-02,2013,1,2,2,5,Poznań,Wielkopolskie,Białystok,Podlaskie
425,tulips,40.00,2013-02-02,2013,1,2,2,5,Wieliczka,Małopolskie,Kraków,Małopolskie
426,mix,40.00,2013-02-02,2013,1,2,2,5,Warszawa,Mazowieckie,Elbląg,Warmińsko-Mazurskie
427,tulips,40.00,2013-02-02,2013,1,2,2,5,Gdynia,Pomorskie,Rzeszów,Podkarpackie
428,mix,40.00,2013-02-02,2013,1,2,2,5,Ełk,Warmińsko-Mazurskie,Malbork,Pomorskie
429,roses,40.00,2013-02-02,2013,1,2,2,5,Zamość,Lubelskie,Poznań,Wielkopolskie
430,tulips,40.00,2013-02-02,2013,1,2,2,5,Kraków,Małopolskie,Kraków,Małopolskie
431,mix,40.00,2013-02-02,2013,1,2,2,5,Krosno,Podkarpackie,Poznań,Wielkopolskie
432,tulips,40.00,2013-02-02,2013,1,2,2,5,Łańcut,Podkarpackie,Słupsk,Pomorskie
433,tulips,40.00,2013-02-02,2013,1,2,2,5,Lublin,Lubelskie,Suwałki,Podlaskie
434,mix,40.00,2013-02-02,2013,1,2,2,5,Łódź,Łódzkie,Lublin,Lubelskie
435,tulips,40.00,2013-02-02,2013,1,2,2,5,Suwałki,Podlaskie,Poznań,Wielkopolskie
436,tulips,40.00,2013-02-03,2013,1,2,3,5,Sieradz,Łódzkie,Warszawa,Mazowieckie
437,mix,40.00,2013-02-03,2013,1,2,3,5,Kraków,Małopolskie,Warszawa,Mazowieckie
438,mix,40.00,2013-02-03,2013,1,2,3,5,Wrocław,Dolnośląskie,Warszawa,Mazowieckie
439,roses,40.00,2013-02-03,2013,1,2,3,5,Warszawa,Mazowieckie,Gdańsk,Pomorskie
440,mix,40.00,2013-02-03,2013,1,2,3,5,Poznań,Wielkopolskie,Nowy Sącz,Małopolskie
441,mix,40.00,2013-02-03,2013,1,2,3,5,Poznań,Wielkopolskie,Lublin,Lubelskie
442,tulips,40.00,2013-02-03,2013,1,2,3,5,Częstochowa,Śląskie,Warszawa,Mazowieckie
443,tulips,40.00,2013-02-03,2013,1,2,3,5,Katowice,Śląskie,Biała Podlaska,Lubelskie
444,tulips,40.00,2013-02-03,2013,1,2,3,5,Gniezno,Wielkopolskie,Wadowice,Małopolskie
445,tulips,40.00,2013-02-03,2013,1,2,3,5,Toruń,Kujawsko-Pomorskie,Zamość,Lubelskie
446,tulips,40.00,2013-02-03,2013,1,2,3,5,Iława,Warmińsko-Mazurskie,Zielona Góra,Lubuskie
447,roses,40.00,2013-02-03,2013,1,2,3,5,Kraków,Małopolskie,Gdańsk,Pomorskie
448,tulips,40.00,2013-02-03,2013,1,2,3,5,Elbląg,Warmińsko-Mazurskie,Wieliczka,Małopolskie
449,roses,40.00,2013-02-03,2013,1,2,3,5,Warszawa,Mazowieckie,Tczew,Pomorskie
450,mix,40.00,2013-02-03,2013,1,2,3,5,Mielec,Podkarpackie,Sandomierz,Świętokrzyskie
451,roses,40.00,2013-02-03,2013,1,2,3,5,Tczew,Pomorskie,Kraków,Małopolskie
452,mix,40.00,2013-02-03,2013,1,2,3,5,Gdańsk,Pomorskie,Giżycko,Warmińsko-Mazurskie
453,mix,40.00,2013-02-03,2013,1,2,3,5,Poznań,Wielkopolskie,Poznań,Wielkopolskie
454,tulips,40.00,2013-02-03,2013,1,2,3,5,Gdańsk,Pomorskie,Lubin,Dolnośląskie
455,roses,40.00,2013-02-04,2013,1,2,4,6,Warszawa,Mazowieckie,Olsztyn,Warmińsko-Mazurskie
456,tulips,40.00,2013-02-04,2013,1,2,4,6,Warszawa,Mazowieckie,Gdańsk,Pomorskie
457,tulips,40.00,2013-02-04,2013,1,2,4,6,Łódź,Łódzkie,Warszawa,Mazowieckie
458,mix,40.00,2013-02-04,2013,1,2,4,6,Szczecin,Zachodniopomorskie,Sandomierz,Świętokrzyskie
459,mix,40.00,2013-02-04,2013,1,2,4,6,Kraków,Małopolskie,Gdańsk,Pomorskie
460,mix,40.00,2013-02-04,2013,1,2,4,6,Częstochowa,Śląskie,Giżycko,Warmińsko-Mazurskie
461,mix,40.00,2013-02-04,2013,1,2,4,6,Wieliczka,Małopolskie,Gdańsk,Pomorskie
462,mix,40.00,2013-02-04,2013,1,2,4,6,Poznań,Wielkopolskie,Poznań,Wielkopolskie
463,roses,40.00,2013-02-04,2013,1,2,4,6,Poznań,Wielkopolskie,Kraków,Małopolskie
464,mix,40.00,2013-02-04,2013,1,2,4,6,Poznań,Wielkopolskie,Kraków,Małopolskie
465,roses,40.00,2013-02-04,2013,1,2,4,6,Częstochowa,Śląskie,Chełm,Lubelskie
466,mix,40.00,2013-02-04,2013,1,2,4,6,Kluczbork,Opolskie,Gdańsk,Pomorskie
467,mix,40.00,2013-02-04,2013,1,2,4,6,Warszawa,Mazowieckie,Lublin,Lubelskie
468,roses,40.00,2013-02-04,2013,1,2,4,6,Włocławek,Kujawsko-Pomorskie,Poznań,Wielkopolskie
469,mix,40.00,2013-02-05,2013,1,2,5,6,Nowy Sącz,Małopolskie,Warszawa,Mazowieckie
470,tulips,40.00,2013-02-05,2013,1,2,5,6,Wrocław,Dolnośląskie,Głogów,Dolnośląskie
471,roses,40.00,2013-02-05,2013,1,2,5,6,Kraków,Małopolskie,Warszawa,Mazowieckie
472,mix,40.00,2013-02-05,2013,1,2,5,6,Głogów,Dolnośląskie,Warszawa,Mazowieckie
473,mix,40.00,2013-02-05,2013,1,2,5,6,Bydgoszcz,Kujawsko-Pomorskie,Łódź,Łódzkie
474,tulips,40.00,2013-02-05,2013,1,2,5,6,Bydgoszcz,Kujawsko-Pomorskie,Warszawa,Mazowieckie
475,roses,40.00,2013-02-05,2013,1,2,5,6,Malbork,Pomorskie,Olsztyn,Warmińsko-Mazurskie
476,mix,40.00,2013-02-05,2013,1,2,5,6,Ełk,Warmińsko-Mazurskie,Sopot,Pomorskie
477,tulips,40.00,2013-02-05,2013,1,2,5,6,Krosno,Podkarpackie,Gdańsk,Pomorskie
478,roses,40.00,2013-02-05,2013,1,2,5,6,Sandomierz,Świętokrzyskie,Warszawa,Mazowieckie
479,roses,40.00,2013-02-05,2013,1,2,5,6,Warszawa,Mazowieckie,Przemyśl,Podkarpackie
480,tulips,40.00,2013-02-06,2013,1,2,6,6,Warszawa,Mazowieckie,Gdynia,Pomorskie
481,mix,40.00,2013-02-06,2013,1,2,6,6,Gdańsk,Pomorskie,Łódź,Łódzkie
482,tulips,40.00,2013-02-06,2013,1,2,6,6,Kraków,Małopolskie,Mielec,Podkarpackie
483,mix,40.00,2013-02-06,2013,1,2,6,6,Koszalin,Zachodniopomorskie,Mielec,Podkarpackie
484,tulips,40.00,2013-02-06,2013,1,2,6,6,Szczecin,Zachodniopomorskie,Tczew,Pomorskie
485,roses,40.00,2013-02-06,2013,1,2,6,6,Warszawa,Mazowieckie,Kraków,Małopolskie
486,tulips,40.00,2013-02-06,2013,1,2,6,6,Kielce,Świętokrzyskie,Białystok,Podlaskie
487,tulips,40.00,2013-02-06,2013,1,2,6,6,Zamość,Lubelskie,Rzeszów,Podkarpackie
488,tulips,40.00,2013-02-06,2013,1,2,6,6,Warszawa,Mazowieckie,Biała Podlaska,Lubelskie
489,roses,40.00,2013-02-06,2013,1,2,6,6,Tarnów,Małopolskie,Kraków,Małopolskie
490,tulips,40.00,2013-02-06,2013,1,2,6,6,Poznań,Wielkopolskie,Lubin,Dolnośląskie
491,roses,40.00,2013-02-06,2013,1,2,6,6,Warszawa,Mazowieckie,Warszawa,Mazowieckie
492,tulips,40.00,2013-02-06,2013,1,2,6,6,Malbork,Pomorskie,Łańcut,Podkarpackie
493,roses,40.00,2013-02-07,2013,1,2,7,6,Gdańsk,Pomorskie,Włocławek,Kujawsko-Pomorskie
494,roses,40.00,2013-02-07,2013,1,2,7,6,Lubin,Dolnośląskie,Płock,Mazowieckie
495,tulips,40.00,2013-02-07,2013,1,2,7,6,Tczew,Pomorskie,Sandomierz,Świętokrzyskie
496,mix,40.00,2013-02-07,2013,1,2,7,6,Przemyśl,Podkarpackie,Wadowice,Małopolskie
497,tulips,40.00,2013-02-07,2013,1,2,7,6,Łańcut,Podkarpackie,Wrocław,Dolnośląskie
